time,iteration,well_num,avg_h,avg_s,avg_v
1724927143.1996186,26,2,85.62847222222223,43.75347222222222,101.67881944444444
1724927143.1998813,26,12,59.888888888888886,35.010416666666664,97.61111111111111
1724927143.200161,26,13,73.03472222222223,35.47569444444444,113.73263888888889
1724927143.2005286,26,14,71.93576388888889,35.888888888888886,119.67013888888889
1724927143.2008867,26,24,69.60763888888889,33.96527777777778,91.91493055555556
1724927143.2012043,26,25,71.42708333333333,29.23263888888889,101.67361111111111
1724927143.2015665,26,26,77.80034722222223,34.260416666666664,115.02777777777776
1724927143.203582,26,36,65.78819444444444,32.239583333333336,93.80208333333331
1724927143.203879,26,37,72.47222222222223,33.213541666666664,89.88541666666667
1724927143.2040708,26,38,72.41840277777777,34.11631944444444,90.92708333333331
1724927149.8725388,26,48,75.05555555555556,36.27430555555556,143.96701388888889
1724927149.8727334,26,49,75.10069444444444,35.901041666666664,136.92534722222223
1724927149.8728943,26,50,75.86458333333333,35.361111111111114,149.67013888888889
1724927149.8730457,26,60,89.34027777777777,61.145833333333336,66.82291666666667
1724927149.8731952,26,61,81.77604166666667,62.020833333333336,44.171875
1724927149.8733451,26,62,82.50347222222223,69.10243055555556,50.85069444444444
1724927149.8735025,26,72,92.06597222222224,66.36805555555556,55.11805555555556
1724927149.873664,26,73,83.18229166666667,64.26388888888889,37.76909722222222
1724927149.873829,26,74,85.84722222222223,58.6875,38.80034722222222
1724927149.8739858,26,84,95.11805555555556,77.26736111111111,57.32118055555556
1724927149.8741362,26,85,88.92361111111111,67.17534722222223,38.32118055555556
1724927149.874289,26,86,90.04513888888889,56.267361111111114,38.001736111111114
1724927156.9296558,26,3,85.24131944444444,38.484375,145.81423611111111
1724927156.9298425,26,4,88.22916666666667,43.08680555555556,139.11631944444446
1724927156.9299996,26,5,88.47569444444444,46.10069444444444,113.86111111111111
1724927156.930148,26,15,67.76736111111111,36.567708333333336,93.65104166666669
1724927156.930302,26,16,69.55902777777777,36.109375,114.99131944444444
1724927156.9304492,26,17,73.27951388888889,35.807291666666664,123.72916666666669
1724927156.9306052,26,27,59.045138888888886,35.208333333333336,88.18055555555556
1724927156.930752,26,28,69.8125,38.767361111111114,100.06597222222224
1724927156.9309044,26,29,67.3125,37.125,98.32465277777776
1724927156.9310682,26,39,73.65625,38.536458333333336,84.84027777777777
1724927156.9312336,26,40,76.32638888888889,32.96527777777778,94.34895833333331
1724927156.9313898,26,41,73.45833333333333,37.291666666666664,91.33333333333331
